Region,Dosis,Fecha,Cantidad
Araucanía,Segunda,2021-02-07,697
Los Ríos,Primera,2021-02-07,15626
Los Ríos,Segunda,2021-02-07,145
Los Lagos,Primera,2021-02-07,31126
Los Lagos,Segunda,2021-02-07,535
Aysén,Primera,2021-02-07,6062
Aysén,Segunda,2021-02-07,0
Magallanes,Primera,2021-02-07,9009
Magallanes,Segunda,2021-02-07,164
Total,Primera,2021-02-08,838315
Total,Segunda,2021-02-08,24833
Arica y Parinacota,Primera,2021-02-08,12258
Arica y Parinacota,Segunda,2021-02-08,887
Tarapacá,Primera,2021-02-08,10850
Tarapacá,Segunda,2021-02-08,157
Antofagasta,Primera,2021-02-08,19592
Antofagasta,Segunda,2021-02-08,2400
Atacama,Primera,2021-02-08,23609
Atacama,Segunda,2021-02-08,500
Coquimbo,Primera,2021-02-08,30148
Coquimbo,Segunda,2021-02-08,2686
Valparaíso,Primera,2021-02-08,85716
Valparaíso,Segunda,2021-02-08,1428
Metropolitana,Primera,2021-02-08,293221
Metropolitana,Segunda,2021-02-08,7602
O’Higgins,Primera,2021-02-08,48080
O’Higgins,Segunda,2021-02-08,2512
Maule,Primera,2021-02-08,60941
Maule,Segunda,2021-02-08,496
Ñuble,Primera,2021-02-08,33832
Ñuble,Segunda,2021-02-08,2015
Biobío,Primera,2021-02-08,92910
Biobío,Segunda,2021-02-08,1964
Araucanía,Primera,2021-02-08,42798
Araucanía,Segunda,2021-02-08,697
Los Ríos,Primera,2021-02-08,21064
Los Ríos,Segunda,2021-02-08,145
Los Lagos,Primera,2021-02-08,43827
Los Lagos,Segunda,2021-02-08,535
Aysén,Primera,2021-02-08,7299
Aysén,Segunda,2021-02-08,645
Magallanes,Primera,2021-02-08,12170
Magallanes,Segunda,2021-02-08,164
Total,Primera,2021-02-09,1079332
Total,Segunda,2021-02-09,44120
Arica y Parinacota,Primera,2021-02-09,14523
Arica y Parinacota,Segunda,2021-02-09,2094
Tarapacá,Primera,2021-02-09,14852
Tarapacá,Segunda,2021-02-09,157
Antofagasta,Primera,2021-02-09,24020
Antofagasta,Segunda,2021-02-09,5243
Atacama,Primera,2021-02-09,25998
Atacama,Segunda,2021-02-09,1740
Coquimbo,Primera,2021-02-09,38992
Coquimbo,Segunda,2021-02-09,6354
Valparaíso,Primera,2021-02-09,116002
Valparaíso,Segunda,2021-02-09,1428
Metropolitana,Primera,2021-02-09,383897
Metropolitana,Segunda,2021-02-09,7752
O’Higgins,Primera,2021-02-09,57448
O’Higgins,Segunda,2021-02-09,7954
Maule,Primera,2021-02-09,75949
Maule,Segunda,2021-02-09,496
Ñuble,Primera,2021-02-09,41667
Ñuble,Segunda,2021-02-09,5686
Biobío,Primera,2021-02-09,120214
Biobío,Segunda,2021-02-09,1995
Araucanía,Primera,2021-02-09,57169
Araucanía,Segunda,2021-02-09,697
Los Ríos,Primera,2021-02-09,27931
Los Ríos,Segunda,2021-02-09,145
Los Lagos,Primera,2021-02-09,56733
Los Lagos,Segunda,2021-02-09,535
Aysén,Primera,2021-02-09,8453
Aysén,Segunda,2021-02-09,1680
Magallanes,Primera,2021-02-09,15484
Magallanes,Segunda,2021-02-09,164
Total,Primera,2021-02-10,1350270
Total,Segunda,2021-02-10,52383
Arica y Parinacota,Primera,2021-02-10,17216
Arica y Parinacota,Segunda,2021-02-10,2737
Tarapacá,Primera,2021-02-10,19661
Tarapacá,Segunda,2021-02-10,157
Antofagasta,Primera,2021-02-10,29725
Antofagasta,Segunda,2021-02-10,5875
Atacama,Primera,2021-02-10,28210
Atacama,Segunda,2021-02-10,2588
Coquimbo,Primera,2021-02-10,49038
Coquimbo,Segunda,2021-02-10,7962
Valparaíso,Primera,2021-02-10,149206
Valparaíso,Segunda,2021-02-10,1428
Metropolitana,Primera,2021-02-10,485174
Metropolitana,Segunda,2021-02-10,7810
O’Higgins,Primera,2021-02-10,70412
O’Higgins,Segunda,2021-02-10,10133
Maule,Primera,2021-02-10,92466
Maule,Segunda,2021-02-10,496
Ñuble,Primera,2021-02-10,50726
Ñuble,Segunda,2021-02-10,7652
Biobío,Primera,2021-02-10,151526
Biobío,Segunda,2021-02-10,2076
Araucanía,Primera,2021-02-10,71987
Araucanía,Segunda,2021-02-10,697
Los Ríos,Primera,2021-02-10,35080
Los Ríos,Segunda,2021-02-10,145
Los Lagos,Primera,2021-02-10,69651
Los Lagos,Segunda,2021-02-10,535
Aysén,Primera,2021-02-10,10078
Aysén,Segunda,2021-02-10,1928
Magallanes,Primera,2021-02-10,20114
Magallanes,Segunda,2021-02-10,164
Total,Primera,2021-02-11,1599766
Total,Segunda,2021-02-11,54994
Arica y Parinacota,Primera,2021-02-11,19822
Arica y Parinacota,Segunda,2021-02-11,2805
Tarapacá,Primera,2021-02-11,23976
Tarapacá,Segunda,2021-02-11,157
Antofagasta,Primera,2021-02-11,36290
Antofagasta,Segunda,2021-02-11,5875
Atacama,Primera,2021-02-11,30141
Atacama,Segunda,2021-02-11,3321
Coquimbo,Primera,2021-02-11,58521
Coquimbo,Segunda,2021-02-11,8455
Valparaíso,Primera,2021-02-11,180199
Valparaíso,Segunda,2021-02-11,1428
Metropolitana,Primera,2021-02-11,575573
Metropolitana,Segunda,2021-02-11,7825
O’Higgins,Primera,2021-02-11,81442
O’Higgins,Segunda,2021-02-11,11277
Maule,Primera,2021-02-11,107433
Maule,Segunda,2021-02-11,496
Ñuble,Primera,2021-02-11,61050
Ñuble,Segunda,2021-02-11,7699
Biobío,Primera,2021-02-11,180129
Biobío,Segunda,2021-02-11,2113
Araucanía,Primera,2021-02-11,86216
Araucanía,Segunda,2021-02-11,697
Los Ríos,Primera,2021-02-11,42158
Los Ríos,Segunda,2021-02-11,145
Los Lagos,Primera,2021-02-11,81765
Los Lagos,Segunda,2021-02-11,535
Aysén,Primera,2021-02-11,11417
Aysén,Segunda,2021-02-11,2002
Magallanes,Primera,2021-02-11,23634
Magallanes,Segunda,2021-02-11,164
Total,Primera,2021-02-12,1828226
Total,Segunda,2021-02-12,55198
Arica y Parinacota,Primera,2021-02-12,22686
Arica y Parinacota,Segunda,2021-02-12,2808
Tarapacá,Primera,2021-02-12,28186
Tarapacá,Segunda,2021-02-12,157
Antofagasta,Primera,2021-02-12,42639
Antofagasta,Segunda,2021-02-12,5886
Atacama,Primera,2021-02-12,32623
Atacama,Segunda,2021-02-12,3398
Coquimbo,Primera,2021-02-12,67276
Coquimbo,Segunda,2021-02-12,8464
Valparaíso,Primera,2021-02-12,207921
Valparaíso,Segunda,2021-02-12,1428
Metropolitana,Primera,2021-02-12,662288
Metropolitana,Segunda,2021-02-12,7836
O’Higgins,Primera,2021-02-12,92521
O’Higgins,Segunda,2021-02-12,11359
Maule,Primera,2021-02-12,120097
Maule,Segunda,2021-02-12,496
Ñuble,Primera,2021-02-12,69894
Ñuble,Segunda,2021-02-12,7703
Biobío,Primera,2021-02-12,201978
Biobío,Segunda,2021-02-12,2119
Araucanía,Primera,2021-02-12,100081
Araucanía,Segunda,2021-02-12,697
Los Ríos,Primera,2021-02-12,47542
Los Ríos,Segunda,2021-02-12,145
Los Lagos,Primera,2021-02-12,93041
Los Lagos,Segunda,2021-02-12,535
Aysén,Primera,2021-02-12,12772
Aysén,Segunda,2021-02-12,2003
Magallanes,Primera,2021-02-12,26681
Magallanes,Segunda,2021-02-12,164
Total,Primera,2021-02-13,1857791
Total,Segunda,2021-02-13,55232
Arica y Parinacota,Primera,2021-02-13,22798
Arica y Parinacota,Segunda,2021-02-13,2808
Tarapacá,Primera,2021-02-13,28357
Tarapacá,Segunda,2021-02-13,157
Antofagasta,Primera,2021-02-13,43408
Antofagasta,Segunda,2021-02-13,5886
Atacama,Primera,2021-02-13,33055
Atacama,Segunda,2021-02-13,3398
Coquimbo,Primera,2021-02-13,67757
Coquimbo,Segunda,2021-02-13,8498
Valparaíso,Primera,2021-02-13,209250
Valparaíso,Segunda,2021-02-13,1428
Metropolitana,Primera,2021-02-13,676251
Metropolitana,Segunda,2021-02-13,7836
O’Higgins,Primera,2021-02-13,93734
O’Higgins,Segunda,2021-02-13,11359
Maule,Primera,2021-02-13,121537
Maule,Segunda,2021-02-13,496
Ñuble,Primera,2021-02-13,70190
Ñuble,Segunda,2021-02-13,7703
Biobío,Primera,2021-02-13,205215
Biobío,Segunda,2021-02-13,2119
Araucanía,Primera,2021-02-13,102207
Araucanía,Segunda,2021-02-13,697
Los Ríos,Primera,2021-02-13,48349
Los Ríos,Segunda,2021-02-13,145
Los Lagos,Primera,2021-02-13,96176
Los Lagos,Segunda,2021-02-13,535
Aysén,Primera,2021-02-13,12820
Aysén,Segunda,2021-02-13,2003
Magallanes,Primera,2021-02-13,26687
Magallanes,Segunda,2021-02-13,164
Total,Primera,2021-02-14,1862230
Total,Segunda,2021-02-14,55232
Arica y Parinacota,Primera,2021-02-14,22798
Arica y Parinacota,Segunda,2021-02-14,2808
Tarapacá,Primera,2021-02-14,28357
Tarapacá,Segunda,2021-02-14,157
Antofagasta,Primera,2021-02-14,43413
Antofagasta,Segunda,2021-02-14,5886
Atacama,Primera,2021-02-14,33055
Atacama,Segunda,2021-02-14,3398
Coquimbo,Primera,2021-02-14,67757
Coquimbo,Segunda,2021-02-14,8498
Valparaíso,Primera,2021-02-14,209250
Valparaíso,Segunda,2021-02-14,1428
Metropolitana,Primera,2021-02-14,677991
Metropolitana,Segunda,2021-02-14,7836
O’Higgins,Primera,2021-02-14,93754
O’Higgins,Segunda,2021-02-14,11359
Maule,Primera,2021-02-14,122124
Maule,Segunda,2021-02-14,496
Ñuble,Primera,2021-02-14,70440
Ñuble,Segunda,2021-02-14,7703
Biobío,Primera,2021-02-14,206493
Biobío,Segunda,2021-02-14,2119
Araucanía,Primera,2021-02-14,102207
Araucanía,Segunda,2021-02-14,697
Los Ríos,Primera,2021-02-14,48771
Los Ríos,Segunda,2021-02-14,145
Los Lagos,Primera,2021-02-14,96299
Los Lagos,Segunda,2021-02-14,535
Aysén,Primera,2021-02-14,12828
Aysén,Segunda,2021-02-14,2003
Magallanes,Primera,2021-02-14,26693
Magallanes,Segunda,2021-02-14,164
Total,Primera,2021-02-15,2126443
Total,Segunda,2021-02-15,55232
Arica y Parinacota,Primera,2021-02-15,25437
Arica y Parinacota,Segunda,2021-02-15,2808
Tarapacá,Primera,2021-02-15,33588
Tarapacá,Segunda,2021-02-15,157
Antofagasta,Primera,2021-02-15,50605
Antofagasta,Segunda,2021-02-15,5886
Atacama,Primera,2021-02-15,34726
Atacama,Segunda,2021-02-15,3398
Coquimbo,Primera,2021-02-15,78856
Coquimbo,Segunda,2021-02-15,8498
Valparaíso,Primera,2021-02-15,243017
Valparaíso,Segunda,2021-02-15,1428
Metropolitana,Primera,2021-02-15,781650
Metropolitana,Segunda,2021-02-15,7836
O’Higgins,Primera,2021-02-15,108778
O’Higgins,Segunda,2021-02-15,11359
Maule,Primera,2021-02-15,136126
Maule,Segunda,2021-02-15,496
Ñuble,Primera,2021-02-15,77927
Ñuble,Segunda,2021-02-15,7703
Biobío,Primera,2021-02-15,227730
Biobío,Segunda,2021-02-15,2119
Araucanía,Primera,2021-02-15,118600
Araucanía,Segunda,2021-02-15,697
Los Ríos,Primera,2021-02-15,54387
Los Ríos,Segunda,2021-02-15,145
Los Lagos,Primera,2021-02-15,110380
Los Lagos,Segunda,2021-02-15,535
Aysén,Primera,2021-02-15,14338
Aysén,Segunda,2021-02-15,2003
Magallanes,Primera,2021-02-15,30298
Magallanes,Segunda,2021-02-15,164
Total,Primera,2021-02-16,2345122
Total,Segunda,2021-02-16,55242
Arica y Parinacota,Primera,2021-02-16,27511
Arica y Parinacota,Segunda,2021-02-16,2808
Tarapacá,Primera,2021-02-16,38423
Tarapacá,Segunda,2021-02-16,157
Antofagasta,Primera,2021-02-16,56018
Antofagasta,Segunda,2021-02-16,5886
Atacama,Primera,2021-02-16,36525
Atacama,Segunda,2021-02-16,3398
Coquimbo,Primera,2021-02-16,87606
Coquimbo,Segunda,2021-02-16,8498
Valparaíso,Primera,2021-02-16,272752
Valparaíso,Segunda,2021-02-16,1428
Metropolitana,Primera,2021-02-16,866399
Metropolitana,Segunda,2021-02-16,7846
O’Higgins,Primera,2021-02-16,121781
O’Higgins,Segunda,2021-02-16,11359
Maule,Primera,2021-02-16,149096
Maule,Segunda,2021-02-16,496
Ñuble,Primera,2021-02-16,84178
Ñuble,Segunda,2021-02-16,7703
Biobío,Primera,2021-02-16,244583
Biobío,Segunda,2021-02-16,2119
Araucanía,Primera,2021-02-16,132696
Araucanía,Segunda,2021-02-16,697
Los Ríos,Primera,2021-02-16,58238
Los Ríos,Segunda,2021-02-16,145
Los Lagos,Primera,2021-02-16,121043
Los Lagos,Segunda,2021-02-16,535
Aysén,Primera,2021-02-16,15595
Aysén,Segunda,2021-02-16,2003
Magallanes,Primera,2021-02-16,32678
Magallanes,Segunda,2021-02-16,164
Total,Primera,2021-02-17,2531781
Total,Segunda,2021-02-17,55242
Arica y Parinacota,Primera,2021-02-17,29664
Arica y Parinacota,Segunda,2021-02-17,2808
Tarapacá,Primera,2021-02-17,41907
Tarapacá,Segunda,2021-02-17,157
Antofagasta,Primera,2021-02-17,60810
Antofagasta,Segunda,2021-02-17,5886
Atacama,Primera,2021-02-17,38212
Atacama,Segunda,2021-02-17,3398
Coquimbo,Primera,2021-02-17,95583
Coquimbo,Segunda,2021-02-17,8498
Valparaíso,Primera,2021-02-17,297132
Valparaíso,Segunda,2021-02-17,1428
Metropolitana,Primera,2021-02-17,940019
Metropolitana,Segunda,2021-02-17,7846
O’Higgins,Primera,2021-02-17,133070
O’Higgins,Segunda,2021-02-17,11359
Maule,Primera,2021-02-17,160695
Maule,Segunda,2021-02-17,496
Ñuble,Primera,2021-02-17,90017
Ñuble,Segunda,2021-02-17,7703
Biobío,Primera,2021-02-17,258951
Biobío,Segunda,2021-02-17,2119
Araucanía,Primera,2021-02-17,143324
Araucanía,Segunda,2021-02-17,697
Los Ríos,Primera,2021-02-17,61566
Los Ríos,Segunda,2021-02-17,145
Los Lagos,Primera,2021-02-17,128720
Los Lagos,Segunda,2021-02-17,535
Aysén,Primera,2021-02-17,16839
Aysén,Segunda,2021-02-17,2003
Magallanes,Primera,2021-02-17,35272
Magallanes,Segunda,2021-02-17,164
Total,Primera,2021-02-18,2685130
Total,Segunda,2021-02-18,55242
Arica y Parinacota,Primera,2021-02-18,31787
Arica y Parinacota,Segunda,2021-02-18,2808
Tarapacá,Primera,2021-02-18,44105
Tarapacá,Segunda,2021-02-18,157
Antofagasta,Primera,2021-02-18,64941
Antofagasta,Segunda,2021-02-18,5886
Atacama,Primera,2021-02-18,39571
Atacama,Segunda,2021-02-18,3398
Coquimbo,Primera,2021-02-18,102450
Coquimbo,Segunda,2021-02-18,8498
Valparaíso,Primera,2021-02-18,317633
Valparaíso,Segunda,2021-02-18,1428
Metropolitana,Primera,2021-02-18,1000498
Metropolitana,Segunda,2021-02-18,7846
O’Higgins,Primera,2021-02-18,142033
O’Higgins,Segunda,2021-02-18,11359
Maule,Primera,2021-02-18,169775
Maule,Segunda,2021-02-18,496
Ñuble,Primera,2021-02-18,95069
Ñuble,Segunda,2021-02-18,7703
Biobío,Primera,2021-02-18,269775
Biobío,Segunda,2021-02-18,2119
Araucanía,Primera,2021-02-18,152391
Araucanía,Segunda,2021-02-18,697
Los Ríos,Primera,2021-02-18,64542
Los Ríos,Segunda,2021-02-18,145
Los Lagos,Primera,2021-02-18,135346
Los Lagos,Segunda,2021-02-18,535
Aysén,Primera,2021-02-18,18184
Aysén,Segunda,2021-02-18,2003
Magallanes,Primera,2021-02-18,37030
Magallanes,Segunda,2021-02-18,164
Total,Primera,2021-02-19,2825611
Total,Segunda,2021-02-19,55242
Arica y Parinacota,Primera,2021-02-19,33799
Arica y Parinacota,Segunda,2021-02-19,2808
Tarapacá,Primera,2021-02-19,46245
Tarapacá,Segunda,2021-02-19,157
Antofagasta,Primera,2021-02-19,68980
Antofagasta,Segunda,2021-02-19,5886
Atacama,Primera,2021-02-19,40503
Atacama,Segunda,2021-02-19,3398
Coquimbo,Primera,2021-02-19,108780
Coquimbo,Segunda,2021-02-19,8498
Valparaíso,Primera,2021-02-19,336129
Valparaíso,Segunda,2021-02-19,1428
Metropolitana,Primera,2021-02-19,1056675
Metropolitana,Segunda,2021-02-19,7846
O’Higgins,Primera,2021-02-19,149630
O’Higgins,Segunda,2021-02-19,11359
Maule,Primera,2021-02-19,178609
Maule,Segunda,2021-02-19,496
Ñuble,Primera,2021-02-19,99271
Ñuble,Segunda,2021-02-19,7703
Biobío,Primera,2021-02-19,279477
Biobío,Segunda,2021-02-19,2119
Araucanía,Primera,2021-02-19,160642
Araucanía,Segunda,2021-02-19,697
Los Ríos,Primera,2021-02-19,67274
Los Ríos,Segunda,2021-02-19,145
Los Lagos,Primera,2021-02-19,141429
Los Lagos,Segunda,2021-02-19,535
Aysén,Primera,2021-02-19,19420
Aysén,Segunda,2021-02-19,2003
Magallanes,Primera,2021-02-19,38748
Magallanes,Segunda,2021-02-19,164
Total,Primera,2021-02-20,2834842
Total,Segunda,2021-02-20,55242
Arica y Parinacota,Primera,2021-02-20,33849
Arica y Parinacota,Segunda,2021-02-20,2808
Tarapacá,Primera,2021-02-20,46354
Tarapacá,Segunda,2021-02-20,157
Antofagasta,Primera,2021-02-20,69132
Antofagasta,Segunda,2021-02-20,5886
Atacama,Primera,2021-02-20,40528
Atacama,Segunda,2021-02-20,3398
Coquimbo,Primera,2021-02-20,108822
Coquimbo,Segunda,2021-02-20,8498
Valparaíso,Primera,2021-02-20,336807
Valparaíso,Segunda,2021-02-20,1428
Metropolitana,Primera,2021-02-20,1061861
Metropolitana,Segunda,2021-02-20,7846
O’Higgins,Primera,2021-02-20,150033
O’Higgins,Segunda,2021-02-20,11359
Maule,Primera,2021-02-20,178979
Maule,Segunda,2021-02-20,496
Ñuble,Primera,2021-02-20,99281
Ñuble,Segunda,2021-02-20,7703
Biobío,Primera,2021-02-20,280615
Biobío,Segunda,2021-02-20,2119
Araucanía,Primera,2021-02-20,161014
Araucanía,Segunda,2021-02-20,697
Los Ríos,Primera,2021-02-20,67345
Los Ríos,Segunda,2021-02-20,145
Los Lagos,Primera,2021-02-20,141815
Los Lagos,Segunda,2021-02-20,535
Aysén,Primera,2021-02-20,19486
Aysén,Segunda,2021-02-20,2003
Magallanes,Primera,2021-02-20,38921
Magallanes,Segunda,2021-02-20,164
Total,Primera,2021-02-21,2835865
Total,Segunda,2021-02-21,55242
Arica y Parinacota,Primera,2021-02-21,33849
Arica y Parinacota,Segunda,2021-02-21,2808
Tarapacá,Primera,2021-02-21,46354
Tarapacá,Segunda,2021-02-21,157
Antofagasta,Primera,2021-02-21,69132
Antofagasta,Segunda,2021-02-21,5886
Atacama,Primera,2021-02-21,40528
Atacama,Segunda,2021-02-21,3398
Coquimbo,Primera,2021-02-21,108822
Coquimbo,Segunda,2021-02-21,8498
Valparaíso,Primera,2021-02-21,336900
Valparaíso,Segunda,2021-02-21,1428
Metropolitana,Primera,2021-02-21,1062266
Metropolitana,Segunda,2021-02-21,7846
O’Higgins,Primera,2021-02-21,150045
O’Higgins,Segunda,2021-02-21,11359
Maule,Primera,2021-02-21,179141
Maule,Segunda,2021-02-21,496
Ñuble,Primera,2021-02-21,99281
Ñuble,Segunda,2021-02-21,7703
Biobío,Primera,2021-02-21,280959
Biobío,Segunda,2021-02-21,2119
Araucanía,Primera,2021-02-21,161014
Araucanía,Segunda,2021-02-21,697
Los Ríos,Primera,2021-02-21,67345
Los Ríos,Segunda,2021-02-21,145
Los Lagos,Primera,2021-02-21,141822
Los Lagos,Segunda,2021-02-21,535
Aysén,Primera,2021-02-21,19486
Aysén,Segunda,2021-02-21,2003
Magallanes,Primera,2021-02-21,38921
Magallanes,Segunda,2021-02-21,164
